Pollutant,Area,Year,Month,GNFR,Sector,layer,emis_kt
nox,UK,2021,1,A_PublicPower,PublicPower,Emis_UK_PublicPower_1,8.38565026401106
nox,UK,2021,2,A_PublicPower,PublicPower,Emis_UK_PublicPower_2,7.94643574169786
nox,UK,2021,3,A_PublicPower,PublicPower,Emis_UK_PublicPower_3,7.35884542867648
nox,UK,2021,4,A_PublicPower,PublicPower,Emis_UK_PublicPower_4,6.82068450645465
nox,UK,2021,5,A_PublicPower,PublicPower,Emis_UK_PublicPower_5,6.55768887910074
nox,UK,2021,6,A_PublicPower,PublicPower,Emis_UK_PublicPower_6,6.58307977440016
nox,UK,2021,7,A_PublicPower,PublicPower,Emis_UK_PublicPower_7,6.59320581340966
nox,UK,2021,8,A_PublicPower,PublicPower,Emis_UK_PublicPower_8,6.55164246154989
nox,UK,2021,9,A_PublicPower,PublicPower,Emis_UK_PublicPower_9,6.42487916704862
nox,UK,2021,10,A_PublicPower,PublicPower,Emis_UK_PublicPower_10,7.12274110946801
nox,UK,2021,11,A_PublicPower,PublicPower,Emis_UK_PublicPower_11,8.28545265590465
nox,UK,2021,12,A_PublicPower,PublicPower,Emis_UK_PublicPower_12,8.38565026401106
nox,UK,2021,1,B_Industry,Industry,Emis_UK_Industry_1,6.86327989629866
nox,UK,2021,2,B_Industry,Industry,Emis_UK_Industry_2,7.01914626736751
nox,UK,2021,3,B_Industry,Industry,Emis_UK_Industry_3,7.4257403556218
nox,UK,2021,4,B_Industry,Industry,Emis_UK_Industry_4,7.13697338093146
nox,UK,2021,5,B_Industry,Industry,Emis_UK_Industry_5,6.94721193783198
nox,UK,2021,6,B_Industry,Industry,Emis_UK_Industry_6,7.37491935938884
nox,UK,2021,7,B_Industry,Industry,Emis_UK_Industry_7,7.03984014908772
nox,UK,2021,8,B_Industry,Industry,Emis_UK_Industry_8,6.97809527044663
nox,UK,2021,9,B_Industry,Industry,Emis_UK_Industry_9,7.27207624859045
nox,UK,2021,10,B_Industry,Industry,Emis_UK_Industry_10,7.53859339254339
nox,UK,2021,11,B_Industry,Industry,Emis_UK_Industry_11,7.3651318231027
nox,UK,2021,12,B_Industry,Industry,Emis_UK_Industry_12,6.86327989629866
nox,UK,2021,1,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_1,12.0757731191444
nox,UK,2021,2,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_2,12.0364262476319
nox,UK,2021,3,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_3,10.1298905039033
nox,UK,2021,4,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_4,7.46933295914197
nox,UK,2021,5,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_5,4.36162966963089
nox,UK,2021,6,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_6,1.613522730275
nox,UK,2021,7,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_7,0.546807356830919
nox,UK,2021,8,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_8,0.570102569733482
nox,UK,2021,9,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_9,2.04936762339717
nox,UK,2021,10,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_10,5.14556840381926
nox,UK,2021,11,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_11,9.09624837670441
nox,UK,2021,12,C_OtherStationaryComb,OtherStationaryComb,Emis_UK_OtherStationaryComb_12,12.0757731191444
nox,UK,2021,1,D_Fugitive,Fugitive,Emis_UK_Fugitive_1,0
nox,UK,2021,2,D_Fugitive,Fugitive,Emis_UK_Fugitive_2,0
nox,UK,2021,3,D_Fugitive,Fugitive,Emis_UK_Fugitive_3,0
nox,UK,2021,4,D_Fugitive,Fugitive,Emis_UK_Fugitive_4,0
nox,UK,2021,5,D_Fugitive,Fugitive,Emis_UK_Fugitive_5,0
nox,UK,2021,6,D_Fugitive,Fugitive,Emis_UK_Fugitive_6,0
nox,UK,2021,7,D_Fugitive,Fugitive,Emis_UK_Fugitive_7,0
nox,UK,2021,8,D_Fugitive,Fugitive,Emis_UK_Fugitive_8,0
nox,UK,2021,9,D_Fugitive,Fugitive,Emis_UK_Fugitive_9,0
nox,UK,2021,10,D_Fugitive,Fugitive,Emis_UK_Fugitive_10,0
nox,UK,2021,11,D_Fugitive,Fugitive,Emis_UK_Fugitive_11,0
nox,UK,2021,12,D_Fugitive,Fugitive,Emis_UK_Fugitive_12,0
nox,UK,2021,1,E_Solvents,Solvents,Emis_UK_Solvents_1,0.00510389564307048
nox,UK,2021,2,E_Solvents,Solvents,Emis_UK_Solvents_2,0.00510389519902763
nox,UK,2021,3,E_Solvents,Solvents,Emis_UK_Solvents_3,0.00510389491534783
nox,UK,2021,4,E_Solvents,Solvents,Emis_UK_Solvents_4,0.00510389488462469
nox,UK,2021,5,E_Solvents,Solvents,Emis_UK_Solvents_5,0.00510389505357017
nox,UK,2021,6,E_Solvents,Solvents,Emis_UK_Solvents_6,0.00510389531629938
nox,UK,2021,7,E_Solvents,Solvents,Emis_UK_Solvents_7,0.0051038955355416
nox,UK,2021,8,E_Solvents,Solvents,Emis_UK_Solvents_8,0.00510389570777904
nox,UK,2021,9,E_Solvents,Solvents,Emis_UK_Solvents_9,0.00510389587298322
nox,UK,2021,10,E_Solvents,Solvents,Emis_UK_Solvents_10,0.00510389600618823
nox,UK,2021,11,E_Solvents,Solvents,Emis_UK_Solvents_11,0.00510389597209981
nox,UK,2021,12,E_Solvents,Solvents,Emis_UK_Solvents_12,0.00510389564307048
nox,UK,2021,1,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_1,15.8246996941427
nox,UK,2021,2,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_2,16.1939766649732
nox,UK,2021,3,F_RoadTransport,RoadTransport,Emis_UK_RoadTransport_3,16.382269109167
